Name,Precipitacao
ESTRADA DOS MORROS,14.651067463706235
JOINVILLE,7.8221367521367515
JOINVILLE (RVPSC),7.5164440734557605
JOINVILLE - FUND.,13.603225806451611
PIRABEIRABA,11.552800718132854
PONTE SC-301,8.10134223471539
POSTO ESTRADA BLUMENAU KM 18,11.943225806451613
PRIMEIRO SALTO DO CUBATÃO,10.074298375184638
RIO DO JÚLIO,7.960935350756534
SEGUNDO SALTO CUBATÃO,6.441886269070736
ÁGUA AZUL,8.767748091603053
